dialog,emotion
부장님…,4
부장님께서 이번 과장 자리에 나를 추천해 준다고 하셨는데 거짓말이었어서 슬퍼.,4
부장님께서 판촉행사 인원으로 나를 차출했어. 너무 힘들어.,4
부장님에게 회의 때 폭언을 들어서 충격을 받았어.,4
부장님은 무슨 기준으로 다른 직원과 나를 차별하는지 모르겠어.,4
부장님은 어떻게 같은 팀원인데도 내 동기만 예뻐할 수 있어? 너무 불공평해.,4
부장님은 왜 나한테만 일을 많이 주실까? 또 혼자 야근해야 해서 속상해.,4
부장님은 항상 대화 할 때 화가 난 상태인 것 같아.,4
부장님이 나와 이야기 하시던 도중에 갑자기 쓰러지져서 깜짝 놀랐어!,4
부장님이 나와 이야기하시던 도중에 갑자기 쓰러지셔서 깜짝 놀랐어!,4
부장님이 내 승진을 약속하고는 나보다 학교 선배를 먼저 승진시켜 주어서 당황스러워.,4
부장님이 내게만 시킨 업무를 지시 받았는데 하기 싫은 티를 너무 냈나 봐.,4
부정 취업이 많을 거로 생각해.,4
부정적인 선생님과 함께 일하니까 나도 그렇게 변하는 것 같아.,4
부탁 안 했어. 말도 못 꺼내봤어.,4
부탁드릴게요. 제발 떠나지 말아 주세요.,4
부탁이 있습니다. 내가 죽고 나면 연락 좀 해주세요. 직장 후배라고 그러고. 그리고 절대 사고로 죽었다고 전해주세요.,4
부탁이다. 제발 내 딸 돌려줘!! 제발 내 딸 돌려줘라!! 이렇게 빌게!!,4
분명 면접은 내가 제일 잘 봤는데 결국 남자를 뽑았네.,4
분명 연봉 인상해 준다고 했었는데 계약서 확인해보니까 연봉이 그대로야. 어떻게 이렇게 사람 뒤통수를 칠 수가 있지?,4
분명 잘못된 일을 거절한 건데 왜 괴롭히는 걸까.,4
불가능이야. ,4
불륜은 남편이 저질렀는데 증거가 없어서 위자료를 받을 수 없다니 억울해.,4
불쌍한 선배 데릴사위로 간 거나 마찬가지잖아. ,4
불임 판정을 받고 모든 것이 마비되어 버린 것 같아.,4
불황으로 가게 문을 닫았는데 동업자가 도망가서 내게 고스란히 빚이 남겨져서 버려진 거 같아.,4
비가 너무 많이 온다. 나 우산도 없는데 그만 좀 울면 안돼?,4
비가 오는 날에는 옛날에 돌아가신 엄마가 생각나고 보고 싶어.,4
"비겁하게 너 때문이라는 핑계는 대고 싶지 않아. 그냥, 그럴 수가 없으니까. 안만나는 거야. 근데, 얘. 니가 이러니까 참 엄마 외롭다. 니가 다 이해할거라곤 생각 안해. 그런데, 엄마 너한테 챙피한 짓 안했거든. 그런데.. 엄마가.. 챙피해, 징그러? ",4
비밀로 하고 싶었는데 내가 성전환수술을 한 게 들통이 나버려서 학교에서 잘렸어.,4
비혼주의자로 살았는데 요새 좀 후회가 돼.,4
빚을 내서 대학에 가는 것보단 부모님을 도와 일을 하는 게 나을 걸 알면서도 마음이 힘들어.,4
빚을 피해 집을 나왔는데. 딸한텐 더 큰 마음의 빚을 지고 말았어. 내가 죽으면 보험금 6억이 나와. 내 딸에게 뭔가를 할 수 있는 기회를 줄 수 있을 거 같아서.,4
빠지긴 무슨... 어. 아프다. 아주...아주 많이 아프다...아주 아주 아주 많이..,4
빨리 아르바이트를 구해야 할 텐데 요즘 일자리를 구하기가 쉽지 않네.,4
뺑소니 자수하면... 몇 년 형이냐?,4
사고 싶은 물건이 생겨서 그동안 부모님께 드렸던 세뱃돈을 달라고 했더니 하나도 없다고 하셔서 속상해.,4
사고 후유증으로 장애가 생겼는데 사람들이 나를 피하는 게 실망스러워.,4
사과만하지말고 선생이랑 좀 안 놀면 안돼? 나 무지무지 섭섭해.,4
사귀고 있는 사람과 우리 집 경제 사정이 차이가 커. 머리로는 신경 안 쓴다고 하면서도 마음에서는 신경 쓰여.,4
사귀는 여자친구를 제일 친한 친구들한테 소개해줬는데 여자친구가 내 친구들을 엄청 안 좋게 얘기하더라.,4
사내 정치에 환멸을 느껴. 다 같은 월급쟁이끼리 무슨 일인지.,4
사람 때문에 일을 그만두고 싶어. 너무 힘들어.,4
사람 만나는 것이 이렇게 어려운데 굳이 친구가 있어야 하나 싶어.,4
사람과 대화가 너무 어려워. 감정을 표현하기 어렵고 조금만 감정이 상해도 눈물이 나.,4
사람들 만나는 게 싫어졌어.,4
사람들 만나면 돈을 너무 쉽게 쓰는 것 같아.,4
사람들과 같이 있어도 벽이랑 대화하는 기분이라 상처 받아.,4
사람들과 소통하는 게 너무 어려워.,4
사람들과 좋은 관계를 유지하는 게 어렵네.,4
사람들은 나랑 애인이 애인 사이라고 생각도 못 하는 것 같아. 사회적으로 이해는 하지만 상처야.,4
사람들은 내가 어떤 고민을 털어놓아도 별 관심이 없어서 상처 받았어.,4
사람들은 왜 다 나중에 후회를 하는 걸까? 나도 그렇지만 말이야.,4
사람들은 자신의 이익을 위해 친구를 사귀는 것 같아. 우정이란 것은 존재하지 않을 거야.,4
사람들이 과연 나를 사랑해서 고백을 하는 걸까?,4
사람들이 나에게 나쁘게 해.,4
사람들이 나의 형편을 보고 피하는 것 같아.,4
사람들이 날 괴롭히고 있을 때면 반항이나 도망은 생각도 나지 않을 정도로 마비된 감정이야.,4
사람들이 내 험담을 하는 거 같아.,4
사람들이 다가오는 게 싫어.,4
사람들이 대화할 때마다 날 무시하는 것 같아. 너무 속상해.,4
사람들이 자꾸 나를 너무 힘들게 해.,4
사람들이랑 지낼 때 매번 나만 양보하고 손해 보는 것 같아.,4
사람들하고 어울리는 시간이 너무 힘들어서 눈물이 나.,4
사람에 대한 기대가 사람을 더욱 외롭게 만드는 것 같아.,4
사람은 때론 말야. 너무 사랑해서 너무 미워지기도 해. 할아버지도 아빠한테 그런 거야. ,4
사람은 왜 이렇게 어리석을까. 나는 내가 이런 줄도 모르고...어리석게 마치 미래가 있는 거처럼 마음을 내주고 있거든. 그렇게 준 마음을 다 어떻게 주워 담니..어떻게..,4
사람을 너무 믿으면 안 된다는 것을 깨달았어. ,4
사람을 대할 때의 태도가 예전과 많이 달라졌음을 느껴.,4
사람을 만나고 사귀는 것이 무슨 의미가 있나 싶어. 다 부질없는 일인 것 같아.,4
사람을 만나도 즐겁지가 않아. 그저 기계적으로 반응하고 있는 것 같네.,4
사람을 볼 때 조건을 먼저 따지게 돼.,4
사람이 그런 질문을 할 땐 당연히 자살을 결심한 건데 말렸어야 하는 거 아닌가요?,4
사람이 다 가질 수 없다는 게 정말인가봐요. 난 내 딸은 내 욕심대로 커준다고 생각했는데...,4
사람이 되고 있는 건지 아닌지 네가 어떻게 알아?,4
사람이 아주 의식도 없이 앓아.,4
사랑 때문만이 아니야. 너를 끊어내고도 사람이 돼서 살고 싶은 마음이 사라지지 않았어. 네 옆에 계속 있었으면 왜 불완전한 선택을 했냐고 너를 탓하고 너한테 남은 목숨의 반 나한테 달라고 매달렸을지도 몰라. 진짜 괴물처럼.,4
사랑에도 갑과 을이 존재한다면 이 관계에 더 애타게 매달리는 내가 을인 것 같아.,4
사랑은 참는다구 되는 게 아니더라구요. 숨긴다고 숨겨지지도 않고. ,4
사랑이 마음대로 되지 않아 실망스러워.,4
사랑하고 싶어 사랑하는 게 아니라서 나도 내 마음을 어쩔 수가 없구나. 니앞에서 이런 말 하는 거 너무 부끄럽지만 진심이다. 미안하다..,4
사랑하는 남자친구가 있는데 결혼 자금이 부족해서 올해는 결혼을 못 할 것 같아.,4
사랑하는 사람끼리 만났다는 사실은 다른 사람들과 똑같은데 왜 우리만 차가운 시선을 받는 걸까 정말 속상해.,4
사랑하는 사람이 있었지만 가난한 우리 집 형편 때문에 사랑하지도 않는 부잣집 딸과 결혼하게 됐어.,4
사랑하는 여자가 있는데 청혼을 못 하겠어.,4
"사랑하는 여자한테 짐만 되는 남자라는게, 어떤 건지 알아? ",4
사랑하던 사람이 사고를 당했어.,4
사랑한다고... 아직도 너를 사랑한다고. 몰라?,4
사랑했었다. 진심으로...,4
사무실 친구들과 어울리지 못하고 있어.,4
사무실에서 같이 근무하는 친구와 말다툼을 했는데 불편해서 걱정이야.,4
사백 일 된 여자 친구에게 내가 군대에 있는 동안 다른 남자가 생겨서 너무 배신감을 느꼈어.,4
사법고시를 네 번이나 치렀는데 전부다 떨어졌어.,4
사수가 내게 나의 업무 능력으로는 평생 승진 못할 거라 말해서 상처 받았어.,4
"사실 요즘 좀 힘들었었어. 내 스스로가 왠지 하찮게 느껴져서... 근데 오늘 가습기를 갖다드린 저 모자분이 계속 고맙다 고맙다 그 말을 백번두 넘게 계속 해주는데... 뭐랄까... 내가 갑자기 소중해진 느낌이 들더라? 내가 왜 이 일을 하려고 했었는지 갑자기 기억나는거야. 내가 얼마나 소중한 가치가 있고, 소중한 일을 할수 있는 사람인지… 그래서 지금 기분이 아주 좋아. ",4
사실과는 상관없이 나에 대해 그가 가진 오해는 우리 관계가 지속되지 못하도록 만들었어.,4
사실은 왕따를 당하고 있어. 아무것도 잘못한 게 없는데 고개를 푹 숙이고 다니는 내가 참 불쌍해.,4
사실은... 오늘은... 살고 싶었어… 딸아이랑 오랜만에 얘기를 하고 싶었거든.,4
사실이야. 지금이야 이 녀석들 때문에 적적하진 않지만… 어쩌면 혼자 죽어 썩어가는 나를... 뜯어 먹을지도 모른다.,4
사장님 한번만~ 한번만 봐주세요~ 저 여기 아님 갈 데도 없어요~,4
사장님은 정말 너무해. 아르바이트하다가 계산 실수했다고 해고당했어.,4
사장님이 나한테 서류철을 던졌어. 그 상황이 너무 창피하고 화가 나.,4
사장님이 자꾸만 급여 지급일을 뒤로 미뤄. 너무 실망이야.,4
사장님이 학교에 그만 나오라고 하는데 자존심을 버리고 빌었는데 마음 아프다.,4
사장이 이번에 승진시켜준다고 해놓고는 아직도 아무 소식이 없는데 배신당한 기분이야.,4
사진사 아저씨한테 받아오긴 했는데 할아버지한테 가져가면 더 화내시겠지?,4
사진을 확인해 보니 이십 년 지기 친구가 결국 내 결혼식에 오지 않았어. 화가 나.,4
사촌 동생이 회계사 일차시험에 합격했다고 하더라고.,4
사촌 동생이 희귀병에 걸렸어,4
사춘기가 되니 하루 종일 비통한 기분만 들어.,4
사춘기라 엄마와 싸웠어.,4
사춘기였을 때 엄마한테 우리엄마가 아니었으면 좋겠다고 한 말이 상처 주는 건지 지금에서야 알았어.,4
사회가 나를 버렸어.,4
사회생활도 시작하기 전에 학자금 대출 빚으로 갚아야 할 돈이 생기니까 부담스러워.,4
사회생활을 하다 보니까 학교 사람 외에 다른 사람과 소통을 한 적이 없어.,4
사회생활이란 게 참 어렵네.,4
산부인과에 정기검진을 갔는데 아이가 기형으로 태어날지도 모른다는 얘기를 들어서 충격이야.,4
산부인과에 정기검진을 하러 갔는데 아이가 기형으로 태어날지도 모른다는 얘기를 들어서 충격이야.,4
산부인과에 정기검진을 하러 갔더니 기형으로 태어날지도 모른다는 검사 결과가 나와서 충격이야.,4
산후우울증인가 아기를 봐도 기쁘지 않아.,4
살기 싫다. 너무 슬퍼.,4
살다보니까 그렇게 됐어요.,4
살다보면 앞이 막막한 일이 생기기도 해 그치? 나도... 요즘엔 인생이 왜 이러나 이해가 안 되더라고. ,4
살면서 내가 이런 일도 겪네.,4
살이 너무 쪄서 건강이 안 좋아져서 다이어트를 하고 있는데 나를 유혹하는 친구들이 실망스러워.,4
삼  개월 동안 전국에 있는 고아원이란 고아원은 안 가본데 없이 다 찾아다녔다... 나중에 알고 보니까 너 이 바보 같은 애가 이름이랑 나이를 물어도 하나도 모른다고 했다는 거야...,4
삼 개월 만에 지원해서 온 신생부서를 정리한다고 해서 당황스러워.,4
삼 년 동안 아이를 갖기 위해 큰 노력을 했는데 잘 안 되어 포기해야 할 것 같아.,4
삼 년 동안 짝사랑했던 직장 친구가 여자 친구가 생겼어.,4
삼 년 사귄 여자친구한테 지난 주말에 차였어.,4
삼수해서 합격한 대학교에서 만난 사람들이 다른 대학교에 다니는 사람들을 하찮게 여겨서 환멸이 나.,4
삼십 대 후반이 되니까 연애도 쉽지 않아. 예전에는 인기 많았는데 그 시절로 돌아가고 싶다.,4
삼십 대가 다가오는데 아직 취업을 못 해서 걱정이야 ,4
삼촌이 날 볼 때마다 지금 만나는 남자 친구가 있냐고 캐묻는데 기분 나빠.,4
상견례 자리에서 우리 부모님과 장인어른이 다퉈서 당황스러워.,4
상관없어. 그니까 그만 입 다물어.,4
상관없어. 기분 자체는 나쁘지 않거든. 그냥 옛날 일이 좀 떠올라서. ......예전에 비슷한 광경을 보면서도 그냥 내버려뒀던 일이. 그 녀석도 누나처럼 되면 좋았을 텐데.,4
선생님 대신 부하한테 쓴 소리를 해야 하니까 마음이 불편해.,4
선생님 때문에 내가 프로젝트 책임자가 됐어. 원하지도 않았는데 말이야.,4
선생님 때문에 너무 스트레스받고 속상해. 곧 퇴근인 걸 알면서 심부름을 시켜.,4
선생님이 경고 했었는데 또 지각을 해서 너무 속상해.,4
선생님이 나보고 옷 좀 사 입으라고 말하는데 너무 상처야.,4
선생님이 내가 한 일도 아닌데 나한테 덮어씌우고 퇴사하게 만들었어.,4
선생님이 내게 잡일을 자꾸 시키는 걸 보니 날 싫어하는 거 같아.,4
선생님이 신입인 내게 아무것도 알려주지 않고 혼자서 잘하길 바라는데 참 억울해.,4
선생님이 잘못해서 지방까지 좌천돼서 억울해.,4
"선생님이 주는 그 한잔에 승진이 걸려있고, 봉급이 걸려있고, 생활이 걸려있는데 어떻게 쉽게 거절하겠어요.",4
선생님이 항상 동기와 나를 차별 대우해서 비통한 마음이 들어.,4
선생님으로부터 왜 일을 해도 해도 늘지 않냐는 말을 들어서 상처를 받았어.,4
선생님으로부터 한 번에 많은 업무가 쏟아지니까 머리가 마비가 되었어.,4
선생님에게 영업 능력을 인정받고 싶었는데 매번 꾸지람만 듣고 있어.,4
선생님에게 영업 능력을 인정받고 싶었는데 매번 꾸지람만 듣고 있어서 우울해.,4
선생님과 관계가 안 좋아서 업무를 잘 마무리 했어도 선생님에게 핀잔만 들었어.,4
선생님의 말을 새겨듣지 않아서 또 실수를 하고 말았어. 너무 슬프다,4
선생님의 부탁을 거절한 이후로 종종 무시당하는 일이 생겼어.,4
선생님의 업무 실수로 대신 불려가서 혼이 나게 되었어.,4
상황이 매우 비관적이야. 가망이 보이지 않아.,4
새 직장에 다니고 있는데 다들 날 고립시켜서 밥도 혼자 먹어.,4
새 친구와 가까워졌다고 생각했는데 알고 보니 학교폭력 가해자였어. 친구한테 실망했어.,4
새 학기가 되니까 작년 친구들이랑 멀어져서 너무 슬퍼. 이 세상에 영원한 친구란 없을 거야.,4
새 학기가 시작한 지 벌써 한 달이나 지났는데 아직 같이 밥 먹을 친구도 없어서 슬퍼.,4
새 학기마다 친구를 사귀는 게 너무 스트레스인 거 같아.,4
새 학기마다 친구를 사귀는 게 너무 스트레스인거 같아.,4
새로 들어온 신입보다 내가 더 일을 못하는 것 같아.,4
새로 들어온 학교 막내가 사장님의 아들이라는 소식을 듣고 충격 받았어.,4
새로 들어온 학교 막내가 사장님의 아들이라는 소식을 듣고 충격받았어.,4
새로 사귄 남자친구가 내 친구들을 전혀 못 만나게 해.,4
새로 온 팀장이 나한테만 일을 떠넘기려고 해서 환멸이 나.,4
새로 짓는 그 빌딩 공사 시작됐어. 예전보다 더 큰 고깃집이 들어온대. 우리 닭집 어떻게 해.,4
새로 출시된 게임기를 사서 친구에게 보여줬는데 너무 하고 싶어해서 먼저 하게 양보해줬어.,4
새로운 관계를 맺는 게 너무 어려워. 절망적이고 슬프네.,4
새로운 동아리에 가입했는데 사람들과 잘 어울릴 수 있을지 긴장되고 초조해.,4
새로운 모임 사람들이 친절하다고 생각했는데 뒤에서 내 험담을 하는 것을 알고 소름끼쳤어.,4
새로운 일을 도전하고 싶은데 나는 재능이 없다며 비웃는 친구가 생각나서 화가 난다.,4
새로운 직장에 들어갔어. 하지만 내가 기대하던 곳이 아니야.,4
새로운 직장에 취직했는데 일에 대해 아무도 알려주지 않아서 슬퍼.,4
새로운 학년이 시작해서 친구를 사귀려고 하는데 잘 안돼서 너무 슬퍼.,4
새로운 학교에 입사 했는데 나랑 너무 안 맞는 것 같아. 학교를 옮긴 게 매우 후회 돼.,4
새벽에 친구를 불러냈는데 친구가 날 만나러 오는 길에 교통사고를 당했어.,4
새엄마가 이복언니만 좋아해. 나 없을 때 제주도 여행 다녀온 거 보고 완전히 상처받았어.,4
새엄마가 형을 더 챙기고 나를 차별하는 거 같아.,4
색소폰이란 악기! 이 밤하고 참 잘 어울리는 악기 같애요.,4
생각보다 내신 등급이 너무 낮게 나왔어. 뇌가 마비된 느낌이야.,4
생각보다 성적이 너무 안 나와서 실망했어.,4
생각해 봤는데 가족들 반대도 그렇고..,4
"생각해 봤어, 다 생각해 봤는데, 이것밖에 없는 거 같애서…… 이번엔 있잖아, 우리가 열심히 해 볼 거야. 지금까지 계속 너한테만 기대고 있었단 것도 느꼈으니깐.",4
생각해보면 나는 항상 형이라는 이유로 동생에게 양보만 하고 살아왔던 것 같아. 부모님도 늘 동생 편만 드시고.,4
생일인데 축하해주는 사람 하나 없네. 나에게 진짜 친구는 없는 것 같다.,4
생일파티에 친구들을 초대했는데 아무도 안 와서 슬퍼.,4
생활비가 부족해서 얼마 전에 학원을 하나 줄여야 했는데 기분이 안 좋아.,4
생활비가 부족해서 학식을 먹기도 어려워. ,4
생활비가 좀 많이 딸리네.,4
서로 다툰 친구들 사이에서 중간 역할을 잘하지 못한 것 같아 우울해.,4
서류 문제로 학교 친구와 말다툼을 하고 며칠째 말을 안 하고 있어. 처음엔 화가 났지만 지금은 내가 왜 그랬을까 울컥해.,4
서류 전형에서 또 떨어져서 속상해.,4
서류를 넣어도 연락 오는 데가 없으니 이대로 영영 취업하지 못할 거란 생각이 들어서 슬퍼.,4
서른 넘으니까 주변에서 결혼하라고 성화인데 요즘 같은 세상에 꼭 결혼할 필요가 있나 싶어.,4
서른 살이 되어도 편 가르기를 하는 내 친구에게 이젠 정말 지쳐.,4
서른이 넘어가니까 새로운 사람을 만나기가 쉽지 않아.,4
서른이 넘으니 주변에서 결혼 출산 소식이 물밀 듯이 들려오네. 나만 도태된 것만 같은 기분이 들어.,4
서운은 무슨. 완전 시원해. 이거 뭐야. 사이다네. 또 어디서 쓰레기 뒤지고 깡통이나 빨고 있는 거 아니야?,4
서울에 있는 빌라 전세 구할 돈도 없어서 큰일이야.,4
서울에 친구 없어요... 여자는 관심 없고요!,4
서울은 정말 복잡하구나. 사람도 너무 많고...,4
선..배....,4
선물로 누나에게 머리띠를 선물했는데 쓰레기통에서 봤어. 내가 버려진 것 같은 기분이야.,4
선배 힘들게 하느니 차라리 퇴학 당할래??? ,4
선배. 저 오늘 밥 한 끼도 못 먹고 선배가 시킨 일 싹 다 했거든요? 적어도 수고했다는 말 한마디 정도는 해야 되는 거 아닌가요?,4
선배... 나.. 무대공포증 있어.. ,4
선배가 어제 술집에서 합석했던 여자 얘기를 온종일 해서 너무 싫어.,4
선배가 잘못된 자격증 정보를 알려주는 바람에 시간만 날렸어.,4
선배가...너무 괴로워하니까. 슬퍼서 죽을 거 같았으니까!,4
선배님! 선배님! 죄송해요.,4
"선배한테, 억지로…….",4
선생님 때문에 속상해 죽겠어요. 아프시면 아프시다고 말씀을 하셨어야죠. 제가 얼마나 걱정한 줄 아세요? ,4
선생님 생각이 짧았어. 참을성도 없었구…. 바보였어.,4
선생님. 그냥.. 도와주시면 안 돼요?,4
선생님...,4
선생님..우리 먼저 가는 게 어때요?,4
선생님…,4
선생님께 내가 원하는 대학을 갈 수 없다는 말을 듣고 상처받았어.,4
선생님께 도움을 요청했더니 자신을 믿으라고 말씀하셨어. 품에 안겨서 펑펑 울었어.,4
선생님께 따돌린다고 이야기하니 아무 신경을 안쓰셔. 낙담했어.,4
선생님께 따돌림 사실을 진작 알렸다면 이렇게까지 심각해지지 않았을지도 몰라. 요새 너무 슬퍼.,4
선생님께 지원하려고 한 학교를 말씀드렸더니 합격하기 어려울 거라고 하시네.,4
선생님께 학교 폭력을 당했다고 말씀 드리니까 친구들끼리 하는 가벼운 말다툼으로 생각하셔.,4
선생님께 학교폭력을 당하고 있다고 도움을 요청했지만 내 말을 무시하셔서 낙담했어.,4
선생님께서 공부 잘하는 친구들만 좋아하시는 것 같아서 슬퍼.,4
선생님께서 나를 따로 부르셔서 친구들과 잘 지내고 있는지 물어보시는데 눈물이 났어.,4
선생님께서 나에 대해 어떻게 생각하시는지 모르겠어.,4
선생님께서 내가 밤새 준비한 리포트를 기한이 지났다며 받아주지 않아서 낙담했어.,4
선생님께서 대학 추천 입학 가능성은 없냐고 물어보니 꿈도 꾸지 말라고 하셔서 무척 슬펐어.,4
선생님께서 원하시는 대로 대학 원서를 안 썼다고 혼났어. 내 생각이 무시당한 것 같고 상처야.,4
선생님께서 원하시는 대로 대학 원서를 안 썼다고 혼났어. 내 생각이 무시당한 것 같고 슬퍼.,4
선생님께서 지금 성적으로는 내가 가고 싶은 연세대에 갈 수 없다고 해서 충격 받았어.,4
선생님께서 지금 성적으로는 내가 가고 싶은 연세대학에 갈 수 없다고 해서 충격 받았어.,4
선생님께서는 내 잘못 때문에 내가 따돌림 받는다고 오해하셔. 정말 억울하고 서러워.,4
선생님께서는 내 잘못 때문에 내가 따돌림받는다고 오해하셔. 정말 억울하고 서러워.,4
선생님들은 내 진로에 크게 관심이 없으신 것 같아 슬퍼.,4
선생님은 공부 잘하는 친구들만 따로 불러서 격려를 해줘서 속상해.,4
선생님은 나의 따돌림을 알고 계시면서도 침묵하셨어. 정말 비참한 기분이야.,4
선생님은 내가 너무 소극적이라서 친구들을 못 사귀고 따돌림을 당한다고 생각하시는데 너무 억울해.,4
선생님은 만날 공부 잘하는 애들만 챙겨. 오늘도 내가 말 거는 건 무시해서 속상했어.,4
선생님은 모든 사실을 알면서도 학교폭력 가해자들 편만 들었어.,4
선생님은 어떻게 해도 그 친구는 이길 수 없을 거라고 포기하라셔. 상처 받았어.,4
"선생님은 왜 헤어지셨어요, 그분이랑?",4
선생님은 학교폭력에 대해 자기만 믿으라고 해놓고 아무런 조치도 해주지 않아. 실망이야.,4
선생님은 항상 내가 친구들에게 따돌림당하는 것을 보고도 모르는 척하셔서 슬퍼.,4
선생님의 말씀을 안 듣고 공부를 안 했던 시간들이 너무 안타깝고 후회가 돼.,4
선생님이 공부를 잘하는 친구들만 챙겨 주시고 나는 챙겨 주지 않아.,4
선생님이 나보고 갈 수 있는 대학이 없대.,4
선생님이 나한테 잘 씻고 다니라고만 하고 애들이 날 괴롭히는 것에는 별말씀이 없어서 상처받았어.,4
선생님이 내 말을 안 믿어줘.,4
선생님이 내 진로에 대해 진지하게 상담해 주지 않아서 속상해.,4
선생님이 내가 따돌림 당하는 걸 보고도 모른 척 하셨어. 어떻게 그러실 수 있지?,4
선생님이 내가 따돌림당하는 걸 보고도 모른 척하셨어. 어떻게 그러실 수 있지?,4
선생님이 내가 한 숙제를 반에 공개하면서 웃음거리로 만들었어.,4
선생님이 따돌림 문제를 해결해 주실 거라 믿었던 걸 너무 후회해.,4
선생님이 따돌림 문제를 해결해 주실 거라고 믿었던 걸 너무 후회해.,4
선생님이 친구가 내게 폭력을 저지르는 걸 장난으로 생각하시네.,4
선생님이 학교폭력 현장을 지켜보시다가 학생들을 멈추게 하지 않고 도망가시는 걸 봤어.,4
선생님이랑 진학상담 했는데 내가 갈 수 있는 학교가 많이 없나 봐.,4
선생님이랑 진학상담을 했는데 내가 갈 수 있는 학교가 많이 없나 봐. 슬프다.,4
선생님한테 아무리 하소연해도 상황이 달라지지 않아. 그게 슬퍼.,4
선약이 있었는데 학교 야유회 때문에 취소됐어. 정말 화가 나.,4
선을 봤는데 잘 안 된 거 같아,4
선임이 나한테 쓸모없는 사람이라고 소리 질렀어. 너무 속상해.,4
선입견 가질 필요 없어..,4
"설마 너 이상한 생각하는 건 아니지? 제발 그러지마. 약속했잖아! 사랑해. 아기도, 너도.",4
섬에서는...미안했어요. ,4
섭섭하겠다. 그 동네에서 오래 살았잖아.,4
성격이 너무 내성적이라 직장 친구와 대화를 거의 안 하다 보니 외톨이가 돼버렸어.,4
"성공 같은 거..나한텐 중요하지 않아. 딸만..잘 자라 주면, 우리 딸도 아빠 없이 나랑만 사는 게 과연 좋았을까? 나는 걔랑만 있어도 좋았는데.. 걔는 아닐 수도 있을 거야, 그지.",4
성적 때문에 이제 친구들이랑 못 놀게 됐어. 성적 때문이라 속상하고 눈물이 나.,4
성적 때문에 이제 친구들이랑 못 놀게 됐어. 속상하고 눈물이 나.,4
성적만 생각하는 내가 너무 안쓰러워.,4
성적에 상처받았어.,4
성적을 배신당한 기분이야.,4
성적이 나왔는데 완전히 엉망이었어. 공부를 열심히 하지 않은 게 후회가 돼.,4
성적이 너무 낮게 나와서 속상하고 상처야.,4
성적이 너무 낮아서 환멸감이 들어.,4
성적이 노력한만큼 나와준 것 같아.,4
성적이 떨어졌다고 부모님께 엄청 혼났어. 난 열심히 했는데 심하게 말씀하셔서 정말 상처받았어.,4
성적이 떨어졌다고 선생님이 나를 비하했어. 너무 충격이야.,4
성적이 떨어진 이후로 선생님이 나한테 대하는 태도가 달라져서 우울해.,4
성적이 떨어질 때마다 매를 드시니까 너무 힘들어.,4
성적이 또 떨어졌어. 너무 슬퍼.,4
성적이 안 나와서 혼자 힘들어해도 아무도 달래주지 않아 외롭고 슬퍼.,4
성적이 오르지 않아 내 자신에 실망했어.,4
성적이 잘 안 나와 힘들어.,4
성적이 잘 안 나와서 도저히 엄마한테 보여줄 자신이 없어.,4
성적이 잘 안 나와서 엄마한테 또 혼났어. 우울해.,4
성적이 점점 떨어져서 원하는 대학에 지원할 수 없을 것 같아서 너무 괴로워.,4
성적이 점점 떨어지고 있어. 어떤 부분이 문제인지도 모르겠어.,4
성적이 크게 한번 떨어지니까 뭐든 자신이 없어,4
성적표 나올 때가 걱정되는구나.,4
성전환수술을 받고 싶은데 용기가 나지 않아. 이러지도 저러지도 못하는 내가 너무 싫고 괴로워.,4
성전환을 한 사람은 업무 상 주민등록번호를 적을 때 너무 혼란스러워서 힘들어.,4
세 달 간 여행을 다녀왔는데 우리 가족 중 누구도 내게 연락을 하지 않아서 상처받았어.,4
세상 모든 연인들이 언젠가는 다 헤어지길 바라. 요새 너무 슬프고 염세적인 상태야.,4
세상 살아 가는 게 재미가 없어.,4
세상에 공부가 전부가 아닌데 선생님께서 공부 문제로 심하게 말씀하셔서 마음이 아파.,4
세상에 나 홀로 서 있는 듯한 느낌이 들어.,4
세상에 나만 고립된 기분이야.,4
세상에 내 비밀을 털어놓을 사람이 아무도 없는 것처럼 느껴져. 제일 친한 친구한테 상처 받았어.,4
세상에 내편이 하나도 없는 것 같아.,4
세상에 말도 안 돼.,4
세상에 믿을 사람은 하나도 없는 것 같아 너무 괴로워.,4
세상에 믿을 사람이 진짜 없는 것 같아.,4
세상에 아직도 차별이 많이 존재하는 것 같아. ,4
세상에 어떻게 이럴 수가 있지?,4
세상에... 그동안 밤새고 들어온 게 이거였어요?,4
세상은 너무 불공평한 것 같아.,4
세상은 언제나 나에게 내가 원하는 기회를 주지 않아.,4
세상은 참 불공평해. 블라인드로 면접을 본다지만 결국 인맥 학력으로 들어가는 애들이 넘쳤어.,4
세상을 떠난 친척 언니가 나도 이렇게 보고 싶은데 이모는 얼마나 힘들까 상상이 안 돼.,4
세상이 나를 알아주지 않아. 취업 같은 거 이제 하기 싫어.,4
세상이 싫고 그냥 다 미워!,4
소개팅 갔는데 소개팅남이 뭐라는 줄 알아? 자기 취향이 아니라고 대놓고 말하더라?,4
소개팅녀에게 또 차였어.,4
소개팅에 나가면 서로 직장이랑 연봉을 따져보는데 그 상황이 너무 싫어.,4
소개팅에서 만날 뻔한 남자랑 내 친구가 만나서 오늘 결혼했어.,4
소개팅을 나갔는데 상대방이 너무 별로야.,4
